course_number,section_number,professor,start_time,end_time,days,location
TECM2700,022,Esther Houghtaling,11:30,12:50,TuTh,Matthews Hall (MATT) 103
TECM2700,023,Hannah Bravenec,14:00,14:50,MWF,Matthews Hall (MATT) 302
TECM2700,024,Hannah Bravenec,10:30,11:50,MW,Hickory Hall (HICK) 226
TECM2700,025,Hannah Stevens,12:00,12:50,MWF,Business Leadership Building (BLB) 060
TECM2700,026,Hannah Stevens,16:30,17:50,MW,Art Building (ART) 219
TECM2700,027,Jeannie Bellisario,10:30,11:50,TuTh,Environmental Science Building (ENV) 233
TECM2700,028,Jeannie Bellisario,16:30,17:50,MW,Chemistry Building (CHEM) 220
TECM2700,029,Jiaxin Zhang,13:00,13:50,MWF,Business Leadership Building (BLB) 182
TECM2700,030,Jiaxin Zhang,08:30,09:50,MW,Art Building (ART) 213
TECM2700,031,Jill Harold,15:00,15:50,MWF,Gateway Center (GATE) 040
TECM2700,032,Jill Harold,11:00,11:50,MWF,Life Sciences Complex (LIFE) 288
TECM2700,033,Juliette Holder,15:00,15:50,MWF,Art Building (ART) 203
TECM2700,034,Juliette Holder,15:00,15:50,MWF,Life Sciences Complex (LIFE) 104
TECM2700,035,Lee Williams,16:00,16:50,MWF,Life Sciences Complex (LIFE) 344
TECM2700,036,Lee Williams,12:30,13:50,TuTh,Environmental Science Building (ENV) 209
TECM2700,037,Lisa Hollinger,13:30,14:50,MW,Language Building (LANG) 104
TECM2700,038,Lisa Hollinger,09:30,10:50,TuTh,Music Building (MUSI) 109
TECM2700,039,Maureen M. Trussell,11:00,11:50,MWF,Chemistry Building (CHEM) 145
TECM2700,040,Maureen M. Trussell,09:00,09:50,MWF,Business Leadership Building (BLB) 238
TECM2700,041,Paula A. Lewis,12:00,12:50,MWF,Matthews Hall (MATT) 303
TECM2700,042,Paula A. Lewis,11:00,11:50,MWF,Life Sciences Complex (LIFE) 211
TECM2700,043,Shelby Booth,10:30,11:50,TuTh,Life Sciences Complex (LIFE) 130
TECM2700,044,Shelby Booth,09:30,10:50,MW,General Academic Building (GAB) 335
TECM2700,045,Steven Fonash,14:30,15:50,MW,Matthews Hall (MATT) 305
TECM2700,046,Steven Fonash,09:00,09:50,MWF,Life Sciences Complex (LIFE) 371
TECM2700,047,Stevie A. Kilpatrick,14:00,14:50,MWF,Matthews Hall (MATT) 305
TECM2700,048,Stevie A. Kilpatrick,16:00,16:50,MWF,Art Building (ART) 216
TECM2700,049,Sumshot Khular,11:00,11:50,MWF,Life Sciences Complex (LIFE) 140
TECM2700,050,Sumshot Khular,14:30,15:50,TuTh,Hickory Hall (HICK) 228
TECM2700,051,Susan Rauch,12:00,12:50,MWF,Business Leadership Building (BLB) 076
TECM2700,052,Susan Rauch,10:30,11:50,MW,General Academic Building (GAB) 111
TECM2700,053,Syd Coppersmith,14:30,15:50,MW,Life Sciences Complex (LIFE) 278
TECM2700,054,Syd Coppersmith,14:30,15:50,TuTh,Art Annex (ARTA) 111
TECM2700,055,Tammy Winner,11:30,12:50,TuTh,Matthews Hall (MATT) 111
TECM2700,056,Tammy Winner,12:30,13:50,TuTh,Art Building (ART) 203
TECM4500,001,Kim S. Campbell,12:30,13:50,MW,Wooten Hall (WH) 103
TECM4500,002,Kim S. Campbell,08:30,09:50,MW,Chemistry Building (CHEM) 264
TECM4700,001,Sam J. Cosgrove,14:00,16:50,M,Chemistry Building (CHEM) 170
TECM4700,002,Sam J. Cosgrove,08:00,08:50,MWF,Matthews Hall (MATT) 309
TECM3100,001,Erin F. Friess,15:00,17:50,T,Matthews Hall (MATT) 311
TECM3100,002,Erin F. Friess,09:00,11:50,M,Art Annex (ARTA) 101
TECM3550,001,Jiaxin Zhang,10:00,12:50,T,Business Leadership Building (BLB) 161
TECM3550,002,Jiaxin Zhang,08:30,09:50,TuTh,Matthews Hall (MATT) 101
PSYC2900,001,Samuel Spencer,10:30,11:50,MW,General Academic Building (GAB) 323
PSYC2900,002,Samuel Spencer,13:30,14:50,MW,Environmental Science Building (ENV) 142
PSYC4020,001,NaYeon Yang,13:30,14:50,TuTh,Auditorium Building (AUD) 215
PSYC4020,002,NaYeon Yang,10:00,12:50,Th,Art Annex (ARTA) 136
PSYC3000,001,Grace Wang,16:30,17:50,TuTh,Life Sciences Complex (LIFE) 209
PSYC3000,002,Grace Wang,10:00,12:50,W,Art Building (ART) 200
PSYC4820,001,Jane Whittington,15:30,16:50,TuTh,Business Leadership Building (BLB) 267
PSYC4820,002,Jane Whittington,09:30,10:50,MW,Auditorium Building (AUD) 208
PSYC4820,003,Michael Barnett,15:00,15:50,MWF,Business Leadership Building (BLB) 255
PSYC4820,004,Michael Barnett,08:00,08:50,MWF,Life Sciences Complex (LIFE) 295
PSYC1650,001,Brett Messman,16:30,17:50,MW,Life Sciences Complex (LIFE) 138
PSYC1650,002,Brett Messman,13:00,13:50,MWF,Life Sciences Complex (LIFE) 224
PSYC1650,003,Kimberly S. Kelly,13:30,14:50,TuTh,Art Annex (ARTA) 101
PSYC1650,004,Kimberly S. Kelly,12:00,12:50,MWF,Wooten Hall (WH) 131
PSYC1650,005,Matt F. Baysden,15:00,15:50,MWF,Auditorium Building (AUD) 213
PSYC1650,006,Matt F. Baysden,16:00,16:50,MWF,Auditorium Building (AUD) 216
PSYC3620,001,Calvin M. Sims,13:00,15:50,M,Life Sciences Complex (LIFE) 129
PSYC3620,002,Calvin M. Sims,16:30,17:50,TuTh,Life Sciences Complex (LIFE) 134
PSYC3620,003,Chiachih Wang,14:30,15:50,MW,Environmental Science Building (ENV) 279
PSYC3620,004,Chiachih Wang,09:00,11:50,M,Business Leadership Building (BLB) 016
PSYC4030,001,Calvin M. Sims,14:00,14:50,MWF,Business Leadership Building (BLB) 068
PSYC4030,002,Calvin M. Sims,15:00,15:50,MWF,Wooten Hall (WH) 248
PSYC4030,003,Martinque K. Jones,12:00,12:50,MWF,Auditorium Building (AUD) 206
PSYC4030,004,Martinque K. Jones,15:30,16:50,TuTh,Hickory Hall (HICK) 224
PSYC4030,005,Sharon R. Jenkins,11:00,11:50,MWF,Matthews Hall (MATT) 301
PSYC4030,006,Sharon R. Jenkins,15:30,16:50,MW,Auditorium Building (AUD) 220
PSYC3530,001,Jane Whittington,14:00,16:50,M,Art Annex (ARTA) 114
PSYC3530,002,Jane Whittington,12:30,13:50,MW,Environmental Science Building (ENV) 206
PSYC3530,003,Krisstal D. Clayton,08:00,10:50,Th,General Academic Building (GAB) 303
PSYC3530,004,Krisstal D. Clayton,13:00,13:50,MWF,Wooten Hall (WH) 289
PSYC3530,005,Lisa Manriquez,13:00,15:50,T,Music Building (MUSI) 127
PSYC3530,006,Lisa Manriquez,11:30,12:50,MW,Language Building (LANG) 100
PSYC4640,001,Michael Barnett,10:00,12:50,Th,Life Sciences Complex (LIFE) 125
PSYC4640,002,Michael Barnett,16:30,17:50,MW,Life Sciences Complex (LIFE) 127
PSYC1630,001,Caitlyn N. Hord,10:00,10:50,MWF,Wooten Hall (WH) 130
PSYC1630,002,Caitlyn N. Hord,14:00,14:50,MWF,Chemistry Building (CHEM) 241
PSYC1630,003,Calvin M. Sims,13:00,13:50,MWF,Life Sciences Complex (LIFE) 211
PSYC1630,004,Calvin M. Sims,14:00,14:50,MWF,General Academic Building (GAB) 120
PSYC1630,005,Casey R. Guillot,08:30,09:50,TuTh,Hickory Hall (HICK) 258
PSYC1630,006,Casey R. Guillot,08:30,09:50,MW,Business Leadership Building (BLB) 256
PSYC1630,007,Jane Whittington,13:00,13:50,MWF,Life Sciences Complex (LIFE) 115
PSYC1630,008,Jane Whittington,11:00,11:50,MWF,Environmental Science Building (ENV) 149
PSYC1630,009,Kaitlin Brunett,11:00,11:50,MWF,Language Building (LANG) 104
PSYC1630,010,Kaitlin Brunett,12:00,12:50,MWF,Gateway Center (GATE) 058
PSYC1630,011,Kayla Carrigan,09:00,09:50,MWF,Business Leadership Building (BLB) 063
PSYC1630,012,Kayla Carrigan,09:30,10:50,TuTh,Business Leadership Building (BLB) 212
PSYC1630,013,Matt F. Baysden,10:00,10:50,MWF,Gateway Center (GATE) 049
PSYC1630,014,Matt F. Baysden,13:00,13:50,MWF,Life Sciences Complex (LIFE) 250
PSYC3100,001,Caitlyn N. Hord,14:30,15:50,TuTh,Gateway Center (GATE) 102
PSYC3100,002,Caitlyn N. Hord,09:00,11:50,T,Auditorium Building (AUD) 212
PSYC3100,003,Casey R. Guillot,15:00,17:50,T,Life Sciences Complex (LIFE) 119
PSYC3100,004,Casey R. Guillot,10:00,10:50,MWF,Music Building (MUSI) 140
PSYC3100,005,Heidemarie Blumenthal,08:00,10:50,M,Art Building (ART) 211
PSYC3100,006,Heidemarie Blumenthal,10:30,11:50,TuTh,Wooten Hall (WH) 289
PSYC3100,007,Kaitlin Brunett,11:30,12:50,TuTh,General Academic Building (GAB) 117
PSYC3100,008,Kaitlin Brunett,16:00,16:50,MWF,Business Leadership Building (BLB) 195
PSYC3100,009,Krisstal D. Clayton,09:00,11:50,T,General Academic Building (GAB) 110
PSYC3100,010,Krisstal D. Clayton,10:30,11:50,TuTh,Chemistry Building (CHEM) 170
PSYC2580,001,Caitlyn N. Hord,09:00,09:50,MWF,Art Annex (ARTA) 135
PSYC2580,002,Caitlyn N. Hord,15:30,16:50,MW,Auditorium Building (AUD) 216
PSYC4950,001,Alisa Garner,11:00,13:50,W,Life Sciences Complex (LIFE) 112
PSYC4950,002,Alisa Garner,14:30,15:50,MW,Business Leadership Building (BLB) 079
PSYC4950,003,Chiachih Wang,10:30,11:50,MW,Life Sciences Complex (LIFE) 292
PSYC4950,004,Chiachih Wang,14:00,16:50,Th,Auditorium Building (AUD) 219
PSYC4950,005,Irais Anderton,13:30,14:50,MW,Business Leadership Building (BLB) 082
PSYC4950,006,Irais Anderton,14:00,16:50,T,Music Building (MUSI) 122
PSYC3640,001,Crystal Lockett,15:30,16:50,TuTh,Life Sciences Complex (LIFE) 102
PSYC3640,002,Crystal Lockett,12:00,14:50,F,Auditorium Building (AUD) 209
PSYC4520,001,Kaitlin Brunett,14:30,15:50,MW,General Academic Building (GAB) 103
PSYC4520,002,Kaitlin Brunett,13:30,14:50,TuTh,Auditorium Building (AUD) 205
PSYC4520,003,Kiet Huynh,11:30,12:50,MW,Gateway Center (GATE) 067
PSYC4520,004,Kiet Huynh,13:30,14:50,MW,Business Leadership Building (BLB) 220
PSYC3520,001,Grace Wang,08:30,09:50,MW,Art Building (ART) 206
PSYC3520,002,Grace Wang,11:30,12:50,MW,Hickory Hall (HICK) 204
PSYC3520,003,Terry E. Davis,16:30,17:50,TuTh,Life Sciences Complex (LIFE) 213
PSYC3520,004,Terry E. Davis,09:00,11:50,F,Auditorium Building (AUD) 213
PSYC4850,001,Alisa Garner,13:30,14:50,MW,Life Sciences Complex (LIFE) 225
PSYC4850,002,Alisa Garner,15:00,15:50,MWF,Matthews Hall (MATT) 300
PSYC4850,003,Brett Messman,14:30,15:50,MW,Business Leadership Building (BLB) 020
PSYC4850,004,Brett Messman,10:00,12:50,F,Art Building (ART) 218
PSYC4850,005,Calvin M. Sims,11:00,13:50,F,General Academic Building (GAB) 109
PSYC4850,006,Calvin M. Sims,08:00,08:50,MWF,Matthews Hall (MATT) 109
PSYC4850,007,Donald M. Dougherty,14:30,15:50,TuTh,General Academic Building (GAB) 436
PSYC4850,008,Donald M. Dougherty,13:00,13:50,MWF,General Academic Building (GAB) 102
PSYC4850,009,Michael Barnett,09:00,11:50,Th,Environmental Science Building (ENV) 170
PSYC4850,010,Michael Barnett,13:30,14:50,MW,Language Building (LANG) 101
PSYC4850,011,NaYeon Yang,15:30,16:50,MW,General Academic Building (GAB) 400
PSYC4850,012,NaYeon Yang,15:30,16:50,MW,Matthews Hall (MATT) 310
PSYC4690,001,Jane Whittington,13:00,13:50,MWF,Business Leadership Building (BLB) 008
PSYC4690,002,Jane Whittington,08:30,09:50,TuTh,General Academic Building (GAB) 104
PSYC4830,001,Lisa Manriquez,13:00,13:50,MWF,Auditorium Building (AUD) 207
PSYC4830,002,Lisa Manriquez,09:30,10:50,TuTh,Life Sciences Complex (LIFE) 292
PSYC2317,001,Caitlyn N. Hord,16:30,17:50,MW,General Academic Building (GAB) 101
PSYC2317,002,Caitlyn N. Hord,08:00,08:50,MWF,Business Leadership Building (BLB) 011
PSYC2317,003,Grace Wang,12:30,13:50,TuTh,Art Building (ART) 222
PSYC2317,004,Grace Wang,12:30,13:50,MW,Life Sciences Complex (LIFE) 108
PSYC2317,005,Kiet Huynh,10:30,11:50,TuTh,Art Building (ART) 227
PSYC2317,006,Kiet Huynh,14:00,14:50,MWF,Matthews Hall (MATT) 103
PSYC2317,007,Lisa Manriquez,15:30,16:50,TuTh,Matthews Hall (MATT) 304
PSYC2317,008,Lisa Manriquez,15:00,15:50,MWF,Life Sciences Complex (LIFE) 311
PSYC4600,001,Irais Anderton,12:30,13:50,MW,Gateway Center (GATE) 085
PSYC4600,002,Irais Anderton,11:30,12:50,TuTh,Gateway Center (GATE) 049
PSYC4600,003,Patricia L. Kaminski,08:00,10:50,T,General Academic Building (GAB) 106
PSYC4600,004,Patricia L. Kaminski,14:00,16:50,T,Matthews Hall (MATT) 301
PSYC4600,005,Richard Rogers,11:30,12:50,MW,Music Building (MUSI) 133
PSYC4600,006,Richard Rogers,12:30,13:50,MW,Matthews Hall (MATT) 104
PSYC3490,001,Ingrid Hogge,09:00,11:50,T,Life Sciences Complex (LIFE) 346
PSYC3490,002,Ingrid Hogge,16:30,17:50,MW,Life Sciences Complex (LIFE) 299
PSYC3490,003,Kaitlin Brunett,12:30,13:50,TuTh,Auditorium Building (AUD) 205
PSYC3490,004,Kaitlin Brunett,09:00,11:50,T,Matthews Hall (MATT) 103
PSYC4951,001,Calvin M. Sims,11:00,11:50,MWF,General Academic Building (GAB) 114
PSYC4951,002,Calvin M. Sims,12:30,13:50,TuTh,General Academic Building (GAB) 115
PSYC4951,003,Kiet Huynh,13:00,15:50,W,Business Leadership Building (BLB) 075
PSYC4951,004,Kiet Huynh,13:00,13:50,MWF,Auditorium Building (AUD) 206
PSYC4951,005,Sharon R. Jenkins,14:30,15:50,TuTh,Wooten Hall (WH) 210
PSYC4951,006,Sharon R. Jenkins,08:30,09:50,MW,Matthews Hall (MATT) 108
PSYC4470,001,Kaitlin Brunett,09:30,10:50,MW,General Academic Building (GAB) 466
PSYC4470,002,Kaitlin Brunett,14:00,16:50,T,Environmental Science Building (ENV) 148
PSYC4470,003,Terry E. Davis,10:00,12:50,F,Chemistry Building (CHEM) 235
PSYC4470,004,Terry E. Davis,14:00,16:50,M,General Academic Building (GAB) 465
PSYC4610,001,Craig S. Neumann,09:30,10:50,TuTh,Life Sciences Complex (LIFE) 314
PSYC4610,002,Craig S. Neumann,08:00,08:50,MWF,Music Building (MUSI) 117
PSYC4610,003,Kayla Carrigan,09:30,10:50,TuTh,Hickory Hall (HICK) 206
PSYC4610,004,Kayla Carrigan,11:30,12:50,MW,Language Building (LANG) 106
PSYC4610,005,Matt F. Baysden,09:00,11:50,T,Chemistry Building (CHEM) 226
PSYC4610,006,Matt F. Baysden,10:30,11:50,TuTh,Life Sciences Complex (LIFE) 244
PSYC4610,007,Sharon R. Jenkins,12:30,13:50,MW,General Academic Building (GAB) 103
PSYC4610,008,Sharon R. Jenkins,16:30,17:50,TuTh,Matthews Hall (MATT) 311
PSYC2480,001,Crystal Lockett,11:00,11:50,MWF,Life Sciences Complex (LIFE) 120
PSYC2480,002,Crystal Lockett,10:30,11:50,TuTh,Art Building (ART) 228
PSYC3650,001,Adriel Boals,15:30,16:50,TuTh,Auditorium Building (AUD) 210
PSYC3650,002,Adriel Boals,12:00,12:50,MWF,Gateway Center (GATE) 061
PSYC3650,003,Caitlyn N. Hord,08:00,10:50,F,Art Annex (ARTA) 130
PSYC3650,004,Caitlyn N. Hord,15:00,17:50,T,Matthews Hall (MATT) 301
PSYC3650,005,Dannie Haakinson,08:00,08:50,MWF,Music Building (MUSI) 118
PSYC3650,006,Dannie Haakinson,10:00,12:50,T,Business Leadership Building (BLB) 017
PSYC3650,007,Jonathan Cajas,15:30,16:50,MW,Matthews Hall (MATT) 311
PSYC3650,008,Jonathan Cajas,15:30,16:50,MW,Chemistry Building (CHEM) 193
PSYC3650,009,Kaitlin Brunett,12:30,13:50,MW,Art Building (ART) 228
PSYC3650,010,Kaitlin Brunett,09:30,10:50,MW,Chemistry Building (CHEM) 275
PSYC3650,011,Lynn Moussa Pasha,10:30,11:50,TuTh,Auditorium Building (AUD) 207
PSYC3650,012,Lynn Moussa Pasha,10:00,12:50,W,Matthews Hall (MATT) 300
PSYC3650,013,Mariia Mezhenska,13:30,14:50,MW,Life Sciences Complex (LIFE) 295
PSYC3650,014,Mariia Mezhenska,14:00,14:50,MWF,Business Leadership Building (BLB) 040
PSYC3996,001,Chiachih Wang,15:00,17:50,F,Life Sciences Complex (LIFE) 116
PSYC3996,002,Chiachih Wang,13:00,15:50,W,Language Building (LANG) 109
PSYC3996,003,Kiet Huynh,12:30,13:50,MW,Life Sciences Complex (LIFE) 205
PSYC3996,004,Kiet Huynh,13:00,15:50,F,Business Leadership Building (BLB) 060
PSYC3996,005,Patricia L. Kaminski,13:00,15:50,W,Business Leadership Building (BLB) 006
PSYC3996,006,Patricia L. Kaminski,15:30,16:50,TuTh,Business Leadership Building (BLB) 214
PSYC4510,001,Grace Wang,12:30,13:50,TuTh,Matthews Hall (MATT) 304
PSYC4510,002,Grace Wang,12:00,12:50,MWF,General Academic Building (GAB) 114
PSYC3300,001,Alisa Garner,12:00,12:50,MWF,Music Building (MUSI) 107
PSYC3300,002,Alisa Garner,12:00,12:50,MWF,General Academic Building (GAB) 113
CHEM2900,001,Bill E. Acree,11:00,11:50,MWF,Matthews Hall (MATT) 111
CHEM2900,002,Bill E. Acree,08:30,09:50,MW,Language Building (LANG) 108
CHEM2900,003,Daniel Afosah,14:00,14:50,MWF,Gateway Center (GATE) 087
CHEM2900,004,Daniel Afosah,13:00,13:50,MWF,Business Leadership Building (BLB) 088
CHEM2900,005,Elizabeth J. Skellam,10:00,10:50,MWF,Business Leadership Building (BLB) 149
CHEM2900,006,Elizabeth J. Skellam,15:00,15:50,MWF,Business Leadership Building (BLB) 260
CHEM2900,007,Hong Wang,08:00,08:50,MWF,Gateway Center (GATE) 042
CHEM2900,008,Hong Wang,10:00,10:50,MWF,Hickory Hall (HICK) 260
CHEM2900,009,Hsin-Yu Ko,09:30,10:50,MW,Environmental Science Building (ENV) 160
CHEM2900,010,Hsin-Yu Ko,08:00,08:50,MWF,Life Sciences Complex (LIFE) 353
CHEM2900,011,Linxiao Chen,09:30,10:50,MW,Business Leadership Building (BLB) 068
CHEM2900,012,Linxiao Chen,16:30,17:50,TuTh,Music Building (MUSI) 115
CHEM2900,013,Mohammad A. Omary,14:30,15:50,MW,General Academic Building (GAB) 119
CHEM2900,014,Mohammad A. Omary,14:00,14:50,MWF,Life Sciences Complex (LIFE) 105
CHEM2900,015,Oliver M R. Chyan,09:30,10:50,MW,Wooten Hall (WH) 239
CHEM2900,016,Oliver M R. Chyan,14:30,15:50,TuTh,Matthews Hall (MATT) 300
CHEM2900,017,Shengqian Ma,12:30,13:50,MW,General Academic Building (GAB) 111
CHEM2900,018,Shengqian Ma,11:30,12:50,MW,Business Leadership Building (BLB) 079
CHEM2900,019,Thomas R. Cundari,10:30,11:50,MW,General Academic Building (GAB) 390
CHEM2900,020,Thomas R. Cundari,15:30,16:50,TuTh,Matthews Hall (MATT) 310
CHEM2900,021,Xin Cui,10:00,10:50,MWF,Gateway Center (GATE) 131
CHEM2900,022,Xin Cui,08:30,09:50,MW,Environmental Science Building (ENV) 151
CHEM4631,001,Teresa D. Golden,11:00,11:50,MWF,General Academic Building (GAB) 380
CHEM4631,002,Teresa D. Golden,16:30,17:50,MW,Language Building (LANG) 108
CHEM4930,001,Elizabeth J. Skellam,12:00,14:50,M,Life Sciences Complex (LIFE) 236
CHEM4930,002,Elizabeth J. Skellam,08:30,09:50,MW,Art Building (ART) 208
CHEM4930,003,Mohammad A. Omary,13:00,13:50,MWF,Auditorium Building (AUD) 212
CHEM4930,004,Mohammad A. Omary,14:00,16:50,W,Life Sciences Complex (LIFE) 131
CHEM4930,005,Molly B. Atkinson,13:00,15:50,F,Chemistry Building (CHEM) 121
CHEM4930,006,Molly B. Atkinson,09:00,11:50,Th,Life Sciences Complex (LIFE) 134
CHEM4930,007,Omar Valsson,13:30,14:50,MW,Business Leadership Building (BLB) 015
CHEM4930,008,Omar Valsson,12:30,13:50,MW,Environmental Science Building (ENV) 214
CHEM3996,001,Omar Valsson,14:00,16:50,T,Matthews Hall (MATT) 111
CHEM3996,002,Omar Valsson,14:30,15:50,MW,Chemistry Building (CHEM) 263
CHEM4530,001,Jeffry A. Kelber,09:00,09:50,MWF,Language Building (LANG) 105
CHEM4530,002,Jeffry A. Kelber,08:30,09:50,TuTh,Business Leadership Building (BLB) 252
CHEM1360,001,Sammer M. Tekarli,09:00,09:50,MWF,Life Sciences Complex (LIFE) 399
CHEM1360,002,Sammer M. Tekarli,13:00,13:50,MWF,Language Building (LANG) 109
CHEM1360,003,Sophia N. Harris,10:00,10:50,MWF,Matthews Hall (MATT) 111
CHEM1360,004,Sophia N. Harris,09:00,09:50,MWF,Music Building (MUSI) 108
CHEM4351,001,Charlie C. Williams,14:30,15:50,MW,Art Building (ART) 220
CHEM4351,002,Charlie C. Williams,11:30,12:50,MW,Business Leadership Building (BLB) 008
CHEM1423,001,Bill E. Acree,15:00,15:50,MWF,Wooten Hall (WH) 199
CHEM1423,002,Bill E. Acree,12:30,13:50,TuTh,Chemistry Building (CHEM) 280
CHEM3451,001,Charlie C. Williams,15:30,16:50,MW,Life Sciences Complex (LIFE) 215
CHEM3451,002,Charlie C. Williams,15:30,16:50,TuTh,Life Sciences Complex (LIFE) 128
CHEM3451,003,Thomas Kiselak,13:00,15:50,W,Gateway Center (GATE) 110
CHEM3451,004,Thomas Kiselak,10:30,11:50,MW,Life Sciences Complex (LIFE) 123
CHEM3530,001,Rebecca J. Weber,11:30,12:50,TuTh,Business Leadership Building (BLB) 200
CHEM3530,002,Rebecca J. Weber,08:00,10:50,W,Hickory Hall (HICK) 236
CHEM1410,001,Aida Yahagh,16:00,16:50,MWF,Business Leadership Building (BLB) 162
CHEM1410,002,Aida Yahagh,14:00,14:50,MWF,Matthews Hall (MATT) 308
CHEM1410,003,Alena Moon,14:00,14:50,MWF,Music Building (MUSI) 104
CHEM1410,004,Alena Moon,13:00,13:50,MWF,Gateway Center (GATE) 097
CHEM1410,005,Peter VanNatta,16:00,16:50,MWF,Art Annex (ARTA) 108
CHEM1410,006,Peter VanNatta,10:30,11:50,TuTh,Auditorium Building (AUD) 216
CHEM1410,007,Rebecca J. Weber,09:30,10:50,TuTh,Wooten Hall (WH) 139
CHEM1410,008,Rebecca J. Weber,10:00,10:50,MWF,Art Building (ART) 229
CHEM1410,009,Rong Zhang,13:00,13:50,MWF,Wooten Hall (WH) 172
CHEM1410,010,Rong Zhang,11:30,12:50,MW,Hickory Hall (HICK) 217
CHEM1410,011,Sammer M. Tekarli,12:00,12:50,MWF,Hickory Hall (HICK) 205
CHEM1410,012,Sammer M. Tekarli,10:00,10:50,MWF,Music Building (MUSI) 137
CHEM1410,013,Sicheng Wang,13:00,13:50,MWF,Music Building (MUSI) 102
CHEM1410,014,Sicheng Wang,09:30,10:50,TuTh,General Academic Building (GAB) 464
CHEM2380,001,Hong Wang,11:30,12:50,MW,Music Building (MUSI) 126
CHEM2380,002,Hong Wang,15:30,16:50,TuTh,Hickory Hall (HICK) 218
CHEM2380,003,Melissa A. Collini,15:30,16:50,MW,Life Sciences Complex (LIFE) 387
CHEM2380,004,Melissa A. Collini,15:00,15:50,MWF,Gateway Center (GATE) 128
CHEM2380,005,Seare A. Berhe,15:00,15:50,MWF,Auditorium Building (AUD) 215
CHEM2380,006,Seare A. Berhe,13:00,13:50,MWF,Business Leadership Building (BLB) 220
CHEM3510,001,Rebecca J. Weber,13:00,15:50,W,Language Building (LANG) 102
CHEM3510,002,Rebecca J. Weber,09:00,11:50,W,Life Sciences Complex (LIFE) 359
CHEM1420,001,Amy K. Petros,15:00,15:50,MWF,Life Sciences Complex (LIFE) 318
CHEM1420,002,Amy K. Petros,12:00,12:50,MWF,Language Building (LANG) 109
CHEM1420,003,Austen E. Moss,10:00,10:50,MWF,Art Building (ART) 229
CHEM1420,004,Austen E. Moss,13:00,13:50,MWF,Life Sciences Complex (LIFE) 297
CHEM1420,005,Daniel Afosah,16:00,16:50,MWF,Matthews Hall (MATT) 115
CHEM1420,006,Daniel Afosah,08:30,09:50,MW,Gateway Center (GATE) 090
CHEM1420,007,Sammer M. Tekarli,11:00,11:50,MWF,Life Sciences Complex (LIFE) 274
CHEM1420,008,Sammer M. Tekarli,08:00,08:50,MWF,Environmental Science Building (ENV) 226
CHEM1420,009,Sophia N. Harris,15:00,15:50,MWF,Environmental Science Building (ENV) 237
CHEM1420,010,Sophia N. Harris,09:00,09:50,MWF,Auditorium Building (AUD) 204
CHEM1420,011,Stephanie Y. Liu,14:30,15:50,MW,Art Annex (ARTA) 102
CHEM1420,012,Stephanie Y. Liu,16:00,16:50,MWF,Life Sciences Complex (LIFE) 246
CHEM4360,001,Charlie C. Williams,09:30,10:50,MW,Language Building (LANG) 108
CHEM4360,002,Charlie C. Williams,12:00,14:50,F,Business Leadership Building (BLB) 021
CHEM1422,001,Paul Marshall,13:30,14:50,MW,Art Building (ART) 217
CHEM1422,002,Paul Marshall,11:30,12:50,TuTh,Wooten Hall (WH) 202
CHEM4910,001,Molly B. Atkinson,08:00,08:50,MWF,General Academic Building (GAB) 335
CHEM4910,002,Molly B. Atkinson,15:30,16:50,MW,Wooten Hall (WH) 216
CHEM4900,001,Charlie C. Williams,16:30,17:50,TuTh,Business Leadership Building (BLB) 223
CHEM4900,002,Charlie C. Williams,10:30,11:50,MW,Language Building (LANG) 109
CHEM4900,003,Elizabeth J. Skellam,13:30,14:50,MW,Wooten Hall (WH) 230
CHEM4900,004,Elizabeth J. Skellam,12:00,14:50,Th,General Academic Building (GAB) 111
CHEM4900,005,Francis D'Souza,09:30,10:50,MW,Auditorium Building (AUD) 218
CHEM4900,006,Francis D'Souza,08:30,09:50,MW,Matthews Hall (MATT) 304
CHEM4900,007,Hao Yan,08:30,09:50,TuTh,Music Building (MUSI) 130
CHEM4900,008,Hao Yan,16:30,17:50,TuTh,Language Building (LANG) 102
CHEM4900,009,Hsin-Yu Ko,08:30,09:50,TuTh,Music Building (MUSI) 107
CHEM4900,010,Hsin-Yu Ko,08:30,09:50,TuTh,Matthews Hall (MATT) 110
CHEM4900,011,Mohammad A. Omary,10:00,12:50,Th,Life Sciences Complex (LIFE) 252
CHEM4900,012,Mohammad A. Omary,08:00,10:50,T,Wooten Hall (WH) 153
CHEM4900,013,Teresa D. Golden,15:30,16:50,MW,Wooten Hall (WH) 196
CHEM4900,014,Teresa D. Golden,10:30,11:50,MW,Matthews Hall (MATT) 110
CHEM4900,015,Xin Cui,12:30,13:50,MW,Matthews Hall (MATT) 303
CHEM4900,016,Xin Cui,12:30,13:50,TuTh,Hickory Hall (HICK) 219
CHEM2370,001,Austen E. Moss,12:00,12:50,MWF,Environmental Science Building (ENV) 280
CHEM2370,002,Austen E. Moss,15:00,15:50,MWF,Art Building (ART) 215
CHEM2370,003,Melissa A. Collini,12:00,12:50,MWF,Environmental Science Building (ENV) 131
CHEM2370,004,Melissa A. Collini,14:30,15:50,MW,Art Annex (ARTA) 109
CHEM3520,001,Hsin-Yu Ko,09:30,10:50,MW,Art Annex (ARTA) 128
